#Digilent WaveForms Logic Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A364BC
#Date Time: 2017-04-21 10:17::43.164

Time,SPI,MISO,Break
-0.00065720000000000004,h00,0,0
-0.00064480000000000006,h00,0,0
-0.00063240000000000008,h00,0,0
-0.00062,h00,0,0
-0.00060760000000000002,h00,0,0
-0.00059520000000000005,h00,0,0
-0.00058280000000000007,h00,0,0
-0.00057039999999999999,h00,0,0
-0.00055800000000000001,h00,0,0
-0.00054560000000000003,h00,0,0
-0.00053320000000000006,h00,0,0
-0.00052080000000000008,h00,0,0
-0.0005084,h00,0,0
-0.00049600000000000002,h00,0,0
-0.00048360000000000005,h00,0,0
-0.00047120000000000002,h00,0,0
-0.00045880000000000004,h00,0,0
-0.00044640000000000001,h00,0,0
-0.00043400000000000003,h00,0,0
-0.0004216,h00,0,0
-0.00040920000000000003,h00,0,0
-0.00039680000000000005,h00,0,0
-0.00038440000000000002,h00,0,0
-0.00037200000000000004,h00,0,0
-0.00035960000000000001,h00,0,0
-0.00034720000000000004,h00,0,0
-0.00033480000000000001,h00,0,0
-0.00032240000000000003,h00,0,0
-0.00031,h00,0,0
-0.00029760000000000002,h00,0,0
-0.00028519999999999999,h00,0,0
-0.00027280000000000002,h00,0,0
-0.00026040000000000004,h00,0,0
-0.00024800000000000001,h00,0,0
-0.00023560000000000001,h00,0,0
-0.0002232,h00,0,0
-0.0002108,h00,0,0
-0.00019840000000000002,h00,0,0
-0.00018600000000000002,h00,0,0
-0.00017360000000000002,h00,0,0
-0.00016120000000000002,h00,0,0
-0.00014880000000000001,h00,0,0
-0.00013640000000000001,h00,0,0
-0.00012400000000000001,h00,0,0
-0.0001116,h00,0,0
-9.9200000000000012e-05,h00,0,0
-8.6800000000000009e-05,h00,0,0
-7.4400000000000006e-05,h00,0,0
-6.2000000000000003e-05,h00,0,0
-4.9600000000000006e-05,h00,0,0
-3.7200000000000003e-05,h00,0,0
-2.4800000000000003e-05,h00,0,0
-1.2400000000000002e-05,h00,0,0
0,h00,0,0
1.2400000000000002e-05,h00,0,0
2.4800000000000003e-05,h00,0,0
3.7200000000000003e-05,h00,0,0
4.9600000000000006e-05,h00,0,0
6.2000000000000003e-05,h00,0,0
7.4400000000000006e-05,h00,0,0
8.6800000000000009e-05,h00,0,0
9.9200000000000012e-05,h00,0,0
0.0001116,h00,0,0
0.00012400000000000001,h00,0,0
0.00013640000000000001,h00,0,0
0.00014880000000000001,h00,0,0
0.00016120000000000002,h00,0,0
0.00017360000000000002,h00,0,0
0.00018600000000000002,h00,0,0
0.00019840000000000002,h00,0,0
0.0002108,h00,0,0
0.0002232,h00,0,0
0.00023560000000000001,h00,0,0
0.00024800000000000001,h00,0,0
0.00026040000000000004,h00,0,0
0.00027280000000000002,h00,0,0
0.00028519999999999999,h00,0,0
0.00029760000000000002,h00,0,0
0.00031,h00,0,0
0.00032240000000000003,h00,0,0
0.00033480000000000001,h00,0,0
0.00034720000000000004,h00,0,0
0.00035960000000000001,h00,0,0
0.00037200000000000004,h00,0,0
0.00038440000000000002,h00,0,0
0.00039680000000000005,h00,0,0
0.00040920000000000003,h00,0,0
0.0004216,h00,0,0
0.00043400000000000003,h00,0,0
0.00044640000000000001,h00,0,0
0.00045880000000000004,h00,0,0
0.00047120000000000002,h00,0,0
0.00048360000000000005,h00,0,0
0.00049600000000000002,h00,0,0
0.0005084,h00,0,0
0.00052080000000000008,h00,0,0
0.00053320000000000006,h00,0,0
0.00054560000000000003,h00,0,0
0.00055800000000000001,h00,0,0
0.00057039999999999999,h00,0,0
0.00058280000000000007,h00,0,0
0.00059520000000000005,h00,0,0
0.00060760000000000002,h00,0,0
0.00062,h00,0,0
0.00063240000000000008,h00,0,0
0.00064480000000000006,h00,0,0
0.00065720000000000004,h00,0,0
0.00066960000000000001,h00,0,0
0.00068199999999999999,h00,0,0
0.00069440000000000007,h00,0,0
0.00070680000000000005,h00,0,0
0.00071920000000000003,h00,0,0
0.0007316,h00,0,0
0.00074400000000000009,h00,0,0
0.00075640000000000006,h00,0,0
0.00076880000000000004,h00,0,0
0.00078120000000000002,h00,0,0
0.0007936000000000001,h00,0,0
0.00080600000000000008,h00,0,0
0.00081840000000000005,h00,0,0
0.00083080000000000003,h00,0,0
0.0008432,h00,0,0
0.00085560000000000009,h00,0,0
0.00086800000000000006,h00,0,0
0.00088040000000000004,h00,0,0
0.00089280000000000002,h00,0,0
0.0009052000000000001,h00,0,0
0.00091760000000000008,h00,0,0
0.00093000000000000005,h00,0,0
0.00094240000000000003,h00,0,0
0.00095480000000000001,h00,0,0
0.00096720000000000009,h00,0,0
0.00097959999999999996,h00,0,0
0.00099200000000000004,h00,0,0
0.0010044000000000001,h00,0,0
0.0010168,h00,0,0
0.0010292000000000001,h00,0,0
0.0010416000000000002,h00,0,0
0.001054,h00,0,0
0.0010664000000000001,h00,0,0
0.0010788,h00,0,0
0.0010912000000000001,h00,0,0
0.0011036000000000002,h00,0,0
0.001116,h00,0,0
0.0011284000000000001,h00,0,0
0.0011408,h00,0,0
0.0011532000000000001,h00,0,1
0.0011656000000000001,h00,0,0
0.001178,h00,0,0
0.0011904000000000001,h00,0,0
0.0012028,h00,0,0
0.0012152,h00,0,0
0.0012276000000000001,h00,0,0
0.00124,h00,0,0
0.0012524000000000001,h00,0,0
0.0012648000000000002,h00,0,0
0.0012772,h00,0,0
0.0012896000000000001,h00,0,0
0.001302,h00,0,0
0.0013144000000000001,h00,0,0
0.0013268000000000002,h00,0,0
0.0013392,h00,0,0
0.0013516000000000001,h00,0,0
0.001364,h00,0,0
0.0013764000000000001,h00,0,0
0.0013888000000000001,h00,0,0
0.0014012,h00,0,0
0.0014136000000000001,h00,0,0
0.0014260000000000002,h00,0,0
0.0014384000000000001,h00,0,0
0.0014508000000000001,h00,0,0
0.0014632,h00,0,0
0.0014756000000000001,h00,0,0
0.0014880000000000002,h00,0,0
0.0015004,h00,0,0
0.0015128000000000001,h00,0,0
0.0015252,h00,0,0
0.0015376000000000001,h00,0,0
0.0015500000000000002,h00,0,0
0.0015624,h00,0,0
0.0015748000000000001,h00,0,0
0.0015872000000000002,h00,0,0
0.0015996000000000001,h00,0,0
0.0016120000000000002,h00,0,0
0.0016244,h00,0,0
0.0016368000000000001,h00,0,0
0.0016492000000000002,h00,0,0
0.0016616000000000001,h00,0,0
0.0016740000000000001,h00,0,0
0.0016864,h00,0,0
0.0016988000000000001,h00,0,0
0.0017112000000000002,h00,0,0
0.0017236,h00,0,0
0.0017360000000000001,h00,0,0
0.0017484,h00,0,0
0.0017608000000000001,h00,0,0
0.0017732000000000002,h00,0,0
0.0017856,h00,0,0
0.0017980000000000001,h00,0,0
0.0018104000000000002,h00,0,0
0.0018228000000000001,h00,0,0
0.0018352000000000002,h00,0,0
0.0018476,h00,0,0
0.0018600000000000001,h00,0,0
0.0018724000000000002,h00,0,0
0.0018848000000000001,h00,0,0
0.0018972000000000001,h00,0,0
0.0019096,h00,0,0
0.0019220000000000001,h00,0,0
0.0019344000000000002,h00,0,0
0.0019468,h00,0,0
0.0019591999999999999,h00,0,0
0.0019716,h00,0,0
0.0019840000000000001,h00,0,0
0.0019964000000000002,h00,0,0
0.0020088000000000003,h00,0,0
0.0020211999999999999,h00,0,0
0.0020336,h00,0,0
0.0020460000000000001,h00,0,0
0.0020584000000000002,h00,0,0
0.0020708000000000002,h00,0,0
0.0020832000000000003,h00,0,0
0.0020956,h00,0,0
0.0021080000000000001,h00,0,0
0.0021204000000000001,h00,0,0
0.0021328000000000002,h00,0,0
0.0021452000000000003,h00,0,0
0.0021576,h00,0,1
0.0021700000000000001,h00,0,0
0.0021824000000000001,h00,0,0
0.0021948000000000002,h00,0,0
0.0022072000000000003,h00,0,0
0.0022196,h00,0,0
0.002232,h00,0,0
0.0022444000000000001,h00,0,0
0.0022568000000000002,h00,0,0
0.0022692000000000003,h00,0,0
0.0022815999999999999,h00,0,1
0.002294,h00,0,0
0.0023064000000000001,h00,0,0
0.0023188000000000002,h00,0,0
0.0023312000000000003,h00,0,0
0.0023435999999999999,h00,0,0
0.002356,h00,0,0
0.0023684000000000001,h00,0,0
0.0023808000000000002,h00,0,0
0.0023932000000000003,h00,0,0
0.0024055999999999999,h00,0,0
0.002418,h00,0,0
0.0024304000000000001,h00,0,0
0.0024428000000000002,h00,0,0
0.0024552000000000003,h00,0,0
0.0024676000000000003,h00,0,0
0.00248,h00,0,0
0.0024924000000000001,h00,0,0
0.0025048000000000002,h00,0,0
0.0025172000000000003,h00,0,0
0.0025296000000000003,h00,0,0
0.002542,h00,0,0
0.0025544000000000001,h00,0,0
0.0025668000000000002,h00,0,0
0.0025792000000000002,h00,0,0
0.0025916000000000003,h00,0,0
0.002604,h00,0,0
0.0026164000000000001,h00,0,0
0.0026288000000000001,h00,0,0
0.0026412000000000002,h00,0,0
0.0026536000000000003,h00,0,0
0.002666,h00,0,0
0.0026784000000000001,h00,0,0
0.0026908000000000001,h00,0,0
0.0027032000000000002,h00,0,0
0.0027156000000000003,h00,0,0
0.002728,h00,0,0
0.0027404,h00,0,0
0.0027528000000000001,h00,0,0
0.0027652000000000002,h00,0,0
0.0027776000000000003,h00,0,0
0.0027900000000000004,h00,0,0
0.0028024,h00,0,0
0.0028148000000000001,h00,0,0
0.0028272000000000002,h00,0,0
0.0028396000000000003,h00,0,0
0.0028520000000000004,h00,0,0
0.0028644,h00,0,0
0.0028768000000000001,h00,0,0
0.0028892000000000002,h00,0,0
0.0029016000000000003,h00,0,0
0.0029140000000000004,h00,0,0
0.0029264,h00,0,0
0.0029388000000000001,h00,0,0
0.0029512000000000002,h00,0,0
0.0029636000000000003,h00,0,0
0.0029760000000000003,h00,0,0
0.0029884,h00,0,0
0.0030008000000000001,h00,0,0
0.0030132000000000002,h00,0,0
0.0030256000000000003,h00,0,0
0.0030380000000000003,h00,0,0
0.0030504,h00,0,0
0.0030628000000000001,h00,0,0
0.0030752000000000002,h00,0,0
0.0030876000000000002,h00,0,0
0.0031000000000000003,h00,0,0
0.0031124,h00,0,0
0.0031248000000000001,h00,0,0
0.0031372000000000001,h00,0,0
0.0031496000000000002,h00,0,0
0.0031620000000000003,h00,0,0
0.0031744000000000004,h00,0,1
0.0031868,h00,0,0
0.0031992000000000001,h00,0,0
0.0032116000000000002,h00,0,0
0.0032240000000000003,h00,0,0
0.0032364000000000004,h00,0,0
0.0032488,h00,0,0
0.0032612000000000001,h00,0,0
0.0032736000000000002,h00,0,0
0.0032860000000000003,h00,0,0
0.0032984000000000004,h00,0,0
0.0033108,h00,0,0
0.0033232000000000001,h00,0,0
0.0033356000000000002,h00,0,0
0.0033480000000000003,h00,0,0
0.0033604000000000004,h00,0,0
0.0033728,h00,0,0
0.0033852000000000001,h00,0,0
0.0033976000000000002,h00,0,0
0.0034100000000000003,h00,0,0
0.0034224000000000004,h00,0,0
0.0034348,h00,0,0
0.0034472000000000001,h00,0,0
0.0034596000000000002,h00,0,0
0.0034720000000000003,h00,0,0
0.0034844000000000003,h00,0,0
0.0034968,h00,0,0
0.0035092000000000001,h00,0,0
0.0035216000000000002,h00,0,0
0.0035340000000000002,h00,0,0
0.0035464000000000003,h00,0,0
0.0035588000000000004,h00,0,0
0.0035712000000000001,h00,0,0
0.0035836000000000002,h00,0,0
0.0035960000000000002,h00,0,0
0.0036084000000000003,h00,0,0
0.0036208000000000004,h00,0,0
0.0036332000000000001,h00,0,0
0.0036456000000000001,h00,0,0
0.0036580000000000002,h00,0,0
0.0036704000000000003,h00,0,0
0.0036828000000000004,h00,0,0
0.0036952,h00,0,0
0.0037076000000000001,h00,0,0
0.0037200000000000002,h00,0,0
0.0037324000000000003,h00,0,0
0.0037448000000000004,h00,0,0
0.0037572,h00,0,0
0.0037696000000000001,h00,0,0
0.0037820000000000002,h00,0,0
0.0037944000000000003,h00,0,0
0.0038068000000000004,h00,0,0
0.0038192,h00,0,0
0.0038316000000000001,h00,0,0
0.0038440000000000002,h00,0,0
0.0038564000000000003,h00,0,0
0.0038688000000000004,h00,0,0
0.0038812,h00,0,0
0.0038936000000000001,h00,0,0
0.0039060000000000002,h00,0,0
0.0039183999999999998,h00,0,0
0.0039307999999999999,h00,0,0
0.0039432,h00,0,0
0.0039556000000000001,h00,0,1
0.0039680000000000002,h00,0,0
0.0039804000000000003,h00,0,0
0.0039928000000000003,h00,0,0
0.0040052000000000004,h00,0,0
0.0040176000000000005,h00,0,0
0.0040300000000000006,h00,0,0
0.0040423999999999998,h00,0,0
0.0040547999999999999,h00,0,0
0.0040672,h00,0,0
0.0040796000000000001,h00,0,0
0.0040920000000000002,h00,0,0
0.0041044000000000002,h00,0,0
0.0041168000000000003,h00,0,0
0.0041292000000000004,h00,0,0
0.0041416000000000005,h00,0,0
0.0041540000000000006,h00,0,0
0.0041664000000000007,h00,0,0
0.0041787999999999999,h00,0,0
0.0041912,h00,0,0
0.0042036,h00,0,0
0.0042160000000000001,h00,0,0
0.0042284000000000002,h00,0,0
0.0042408000000000003,h00,0,0
0.0042532000000000004,h00,0,0
0.0042656000000000005,h00,0,0
0.0042780000000000006,h00,0,0
0.0042904000000000006,h00,0,0
0.0043027999999999999,h00,0,0
0.0043151999999999999,h00,0,0
0.0043276,h00,0,0
0.0043400000000000001,h00,0,0
0.0043524000000000002,h00,0,0
0.0043648000000000003,h00,0,0
0.0043772000000000004,h00,0,0
0.0043896000000000004,h00,0,0
0.0044020000000000005,h00,0,0
0.0044144000000000006,h00,0,0
0.0044267999999999998,h00,0,0
0.0044391999999999999,h00,0,0
0.0044516,h00,0,0
0.0044640000000000001,h00,0,0
0.0044764000000000002,h00,0,0
0.0044888000000000003,h00,0,0
0.0045012000000000003,h00,0,0
0.0045136000000000004,h00,0,0
0.0045260000000000005,h00,0,0
0.0045384000000000006,h00,0,0
0.0045508000000000007,h00,0,0
0.0045631999999999999,h00,0,0
0.0045756,h00,0,0
0.0045880000000000001,h00,0,0
0.0046004000000000001,h00,0,0
0.0046128000000000002,h00,0,0
0.0046252000000000003,h00,0,0
0.0046376000000000004,h00,0,0
0.0046500000000000005,h00,0,0
0.0046624000000000006,h00,0,0
0.0046748000000000007,h00,0,0
0.0046871999999999999,h00,0,0
0.0046996,h00,0,0
0.004712,h00,0,0
0.0047244000000000001,h00,0,0
0.0047368000000000002,h00,0,1
0.0047492000000000003,h00,0,0
0.0047616000000000004,h00,0,0
0.0047740000000000005,h00,0,0
0.0047864000000000005,h00,0,0
0.0047988000000000006,h00,0,0
0.0048111999999999999,h00,0,0
0.0048235999999999999,h00,0,0
0.004836,h00,0,0
0.0048484000000000001,h00,0,0
0.0048608000000000002,h00,0,0
0.0048732000000000003,h00,0,0
0.0048856000000000004,h00,0,0
0.0048980000000000004,h00,0,0
0.0049104000000000005,h00,0,0
0.0049228000000000006,h00,0,0
0.0049352000000000007,h00,0,0
0.0049475999999999999,h00,0,0
0.00496,h00,0,0
0.0049724000000000001,h00,0,0
0.0049848000000000002,h00,0,0
0.0049972000000000003,h00,0,0
0.0050096000000000003,h00,0,0
0.0050220000000000004,h00,0,0
0.0050344000000000005,h00,0,0
0.0050468000000000006,h00,0,0
0.0050592000000000007,h00,0,0
0.0050715999999999999,h00,0,0
0.005084,h00,0,0
0.0050964000000000001,h00,0,0
0.0051088000000000001,h00,0,0
0.0051212000000000002,h00,0,0
0.0051336000000000003,h00,0,0
0.0051460000000000004,h00,0,0
0.0051584000000000005,h00,0,0
0.0051708000000000006,h00,0,0
0.0051832000000000007,h00,0,0
0.0051955999999999999,h00,0,0
0.005208,h00,0,0
0.0052204,h00,0,0
0.0052328000000000001,h00,0,0
0.0052452000000000002,h00,0,0
0.0052576000000000003,h00,0,0
0.0052700000000000004,h00,0,0
0.0052824000000000005,h00,0,0
0.0052948000000000005,h00,0,0
0.0053072000000000006,h00,0,0
0.0053196000000000007,h00,0,0
0.0053319999999999999,h00,0,0
0.0053444,h00,0,0
0.0053568000000000001,h00,0,0
0.0053692000000000002,h00,0,0
0.0053816000000000003,h00,0,0
0.0053940000000000004,h00,0,0
0.0054064000000000004,h00,0,0
0.0054188000000000005,h00,0,0
0.0054312000000000006,h00,0,0
0.0054436000000000007,h00,0,0
0.0054559999999999999,h00,0,0
0.0054684,h00,0,0
0.0054808000000000001,h00,0,0
0.0054932000000000002,h00,0,0
0.0055056000000000003,h00,0,0
0.0055180000000000003,h00,0,1
0.0055304000000000004,h00,0,0
0.0055428000000000005,h00,0,0
0.0055552000000000006,h00,0,0
0.0055676000000000007,h00,0,0
0.0055800000000000008,h00,0,0
0.0055924,h00,0,0
0.0056048000000000001,h00,0,0
0.0056172000000000001,h00,0,0
0.0056296000000000002,h00,0,0
0.0056420000000000003,h00,0,0
0.0056544000000000004,h00,0,0
0.0056668000000000005,h00,0,0
0.0056792000000000006,h00,0,0
0.0056916000000000007,h00,0,0
0.0057040000000000007,h00,0,0
0.0057164,h00,0,0
0.0057288,h00,0,0
0.0057412000000000001,h00,0,0
0.0057536000000000002,h00,0,0
0.0057660000000000003,h00,0,0
0.0057784000000000004,h00,0,0
0.0057908000000000005,h00,0,0
0.0058032000000000005,h00,0,0
0.0058156000000000006,h00,0,0
0.0058280000000000007,h00,0,0
0.0058403999999999999,h00,0,0
0.0058528,h00,0,0
0.0058652000000000001,h00,0,0
0.0058776000000000002,h00,0,0
0.0058900000000000003,h00,0,0
0.0059024000000000004,h00,0,0
0.0059148000000000004,h00,0,0
0.0059272000000000005,h00,0,0
0.0059396000000000006,h00,0,0
0.0059520000000000007,h00,0,0
0.0059644000000000008,h00,0,0
0.0059768,h00,0,0
0.0059892000000000001,h00,0,0
0.0060016000000000002,h00,0,0
0.0060140000000000002,h00,0,0
0.0060264000000000003,h00,0,0
0.0060388000000000004,h00,0,0
0.0060512000000000005,h00,0,0
0.0060636000000000006,h00,0,0
0.0060760000000000007,h00,0,0
0.0060884000000000008,h00,0,0
0.0061008,h00,0,0
0.0061132000000000001,h00,0,0
0.0061256000000000001,h00,0,0
0.0061380000000000002,h00,0,0
0.0061504000000000003,h00,0,0
0.0061628000000000004,h00,0,0
0.0061752000000000005,h00,0,0
0.0061876000000000006,h00,0,0
0.0062000000000000006,h00,0,0
0.0062124000000000007,h00,0,0
0.0062248,h00,0,0
0.0062372,h00,0,0
0.0062496000000000001,h00,0,0
0.0062620000000000002,h00,0,0
0.0062744000000000003,h00,0,0
0.0062868000000000004,h00,0,0
0.0062992000000000005,h00,0,0
0.0063116000000000005,h00,0,0
0.0063240000000000006,h00,0,0
0.0063364000000000007,h00,0,0
0.0063488000000000008,h00,0,0
0.0063612,h00,0,0
0.0063736000000000001,h00,0,0
0.0063860000000000002,h00,0,0
0.0063984000000000003,h00,0,0
0.0064108000000000004,h00,0,0
0.0064232000000000004,h00,0,0
0.0064356000000000005,h00,0,0
0.0064480000000000006,h00,0,0
0.0064604000000000007,h00,0,0
0.0064728000000000008,h00,0,0
0.0064852,h00,0,0
0.0064976000000000001,h00,0,0
0.0065100000000000002,h00,0,0
0.0065224000000000002,h00,0,0
0.0065348000000000003,h00,0,1
0.0065472000000000004,h00,0,0
0.0065596000000000005,h00,0,0
0.0065720000000000006,h00,0,0
0.0065844000000000007,h00,0,0
0.0065968000000000008,h00,0,0
0.0066092,h00,0,0
0.0066216000000000001,h00,0,0
0.0066340000000000001,h00,0,0
0.0066464000000000002,h00,0,0
0.0066588000000000003,h00,0,0
0.0066712000000000004,h00,0,0
0.0066836000000000005,h00,0,0
0.0066960000000000006,h00,0,0
0.0067084000000000006,h00,0,0
0.0067208000000000007,h00,0,0
0.0067332000000000008,h00,0,0
0.0067456,h00,0,0
0.0067580000000000001,h00,0,0
0.0067704000000000002,h00,0,0
0.0067828000000000003,h00,0,0
0.0067952000000000004,h00,0,0
0.0068076000000000005,h00,0,0
0.0068200000000000005,h00,0,0
0.0068324000000000006,h00,0,0
0.0068448000000000007,h00,0,0
0.0068572000000000008,h00,0,0
0.0068696,h00,0,0
0.0068820000000000001,h00,0,0
0.0068944000000000002,h00,0,0
0.0069068000000000003,h00,0,0
0.0069192000000000004,h00,0,0
0.0069316000000000004,h00,0,0
0.0069440000000000005,h00,0,0
0.0069564000000000006,h00,0,0
0.0069688000000000007,h00,0,0
0.0069812000000000008,h00,0,0
0.0069936,h00,0,0
0.0070060000000000001,h00,0,0
0.0070184000000000002,h00,0,0
0.0070308000000000002,h00,0,0
0.0070432000000000003,h00,0,0
0.0070556000000000004,h00,0,0
0.0070680000000000005,h00,0,0
0.0070804000000000006,h00,0,0
0.0070928000000000007,h00,0,0
0.0071052000000000008,h00,0,0
0.0071176000000000008,h00,0,0
0.0071300000000000001,h00,0,0
0.0071424000000000001,h00,0,0
0.0071548000000000002,h00,0,0
0.0071672000000000003,h00,0,0
0.0071796000000000004,h00,0,0
0.0071920000000000005,h00,0,0
0.0072044000000000006,h00,0,0
0.0072168000000000006,h00,0,0
0.0072292000000000007,h00,0,0
0.0072416000000000008,h00,0,0
0.007254,h00,0,0
0.0072664000000000001,h00,0,0
0.0072788000000000002,h00,0,0
0.0072912000000000003,h00,0,0
0.0073036000000000004,h00,0,0
0.0073160000000000005,h00,0,0
0.0073284000000000005,h00,0,0
0.0073408000000000006,h00,0,0
0.0073532000000000007,h00,0,0
0.0073656000000000008,h00,0,0
0.007378,h00,0,0
0.0073904000000000001,h00,0,0
0.0074028000000000002,h00,0,0
0.0074152000000000003,h00,0,0
0.0074276000000000003,h00,0,0
0.0074400000000000004,h00,0,0
0.0074524000000000005,h00,0,0
0.0074648000000000006,h00,0,0
0.0074772000000000007,h00,0,0
0.0074896000000000008,h00,0,0
0.0075020000000000009,h00,0,0
0.0075144000000000001,h00,0,0
0.0075268000000000002,h00,0,0
0.0075392000000000002,h00,0,0
0.0075516000000000003,h00,0,0
0.0075640000000000004,h00,0,0
0.0075764000000000005,h00,0,0
0.0075888000000000006,h00,0,0
0.0076012000000000007,h00,0,0
0.0076136000000000007,h00,0,0
0.0076260000000000008,h00,0,0
0.0076384000000000001,h00,0,0
0.0076508000000000001,h00,0,0
0.0076632000000000002,h00,0,0
0.0076756000000000003,h00,0,0
0.0076880000000000004,h00,0,0
0.0077004000000000005,h00,0,0
0.0077128000000000006,h00,0,0
0.0077252000000000006,h00,0,0
0.0077376000000000007,h00,0,0
0.0077500000000000008,h00,0,0
0.0077624,h00,0,0
0.0077748000000000001,h00,0,0
0.0077872000000000002,h00,0,0
0.0077996000000000003,h00,0,0
0.0078120000000000004,h00,0,0
0.0078244000000000005,h00,0,0
0.0078367999999999997,h00,0,0
0.0078492000000000006,h00,0,0
0.0078615999999999998,h00,0,0
0.0078740000000000008,h00,0,0
0.0078864,h00,0,0
0.007898800000000001,h00,0,0
0.0079112000000000002,h00,0,0
0.0079236000000000011,h00,0,0
0.0079360000000000003,h00,0,0
0.0079484000000000013,h00,0,0
0.0079608000000000005,h00,0,0
0.0079731999999999997,h00,0,0
0.0079856000000000007,h00,0,0
0.0079979999999999999,h00,0,0
0.0080104000000000009,h00,0,0
0.0080228000000000001,h00,0,0
0.008035200000000001,h00,0,0
0.0080476000000000002,h00,0,0
0.0080600000000000012,h00,0,0
0.0080724000000000004,h00,0,0
0.0080847999999999996,h00,0,0
0.0080972000000000006,h00,0,0
0.0081095999999999998,h00,0,0
0.0081220000000000007,h00,0,0
0.0081344,h00,0,0
0.0081468000000000009,h00,0,0
0.0081592000000000001,h00,0,0
0.0081716000000000011,h00,0,0
0.0081840000000000003,h00,0,0
0.0081964000000000013,h00,0,0
0.0082088000000000005,h00,0,1
0.0082211999999999997,h00,0,0
0.0082336000000000006,h00,0,0
0.0082459999999999999,h00,0,0
0.0082584000000000008,h00,0,0
0.0082708,h00,0,0
0.008283200000000001,h00,0,0
0.0082956000000000002,h00,0,0
0.0083080000000000011,h00,0,0
0.0083204000000000004,h00,0,0
0.0083328000000000013,h00,0,0
0.0083452000000000005,h00,0,0
0.0083575999999999998,h00,0,0
